桂林旅游,以柳州为圆心的250公里半径范围内，集中了广西80%的4A级以上的旅游风景区，与毗邻的桂林市，共同构成享誉世界的大桂林旅游风景区,10,媒体新闻,c,0
桂林旅游,    烟雨桂林旅游四天三晚,21,微信,c,0
桂林旅游,烟雨桂林旅游四天三晚,21,微信,t,0
桂林旅游,桂林旅游攻略三天，美看的亲注意了        还没来过桂林游玩的朋友们要赶紧收藏了……    桂林旅游指南,22,微信,c,0
桂林旅游,    第一天    桂林旅游攻略三天，包车直接前往龙脊梯田    中国梯田始于秦汉时期，主要分布在多山、多雨的南岭地区，广西的龙脊梯田——梯田既是水稻的种植地，现今已成为了重要的旅游目的地,22,微信,c,0
桂林旅游,        桂林旅游攻略三天    晚上回桂林    夜游两江四湖    两江四湖--是桂林市中心区的漓江、桃花江、榕湖、杉湖、桂湖、木龙湖等环城水系的总称,22,微信,c,0
桂林旅游,一个免费开放的市内公园，晚上的夜景非常漂亮）；乘船游览时间约1个多小时，可免费步行游览两江四湖        桂林旅游攻略三天    第二天    桂林阳朔三日游，上午去漓江乘船下阳朔    小学语文课本有篇“桂林山水甲天下”指的就是游漓江,22,微信,c,0
桂林旅游,        桂林旅游攻略三天    下午遇龙河    遇龙河全长43.5公里，是漓江在阳朔境内最长的一条支流,22,微信,c,0
桂林旅游,        桂林旅游攻略三天    第三天    桂林阳朔三日游，上午银子岩    桂林荔浦银子岩旅游景区位于桂林市荔浦县马岭镇荔桂公路东侧，321国道旁，距世界旅游明珠桂林市中心85公里，距中国旅游名县阳朔县界3公里，占地面积1500亩,22,微信,c,0
桂林旅游,1999年初对外开放    ，是国家AAAA级景区、首批“桂林市文明旅游风景区示范点”，是大桂林旅游圈新出现的一颗璀璨明珠,22,微信,c,0
桂林旅游,（PS:据了解该景点目前不合适老人小孩前往，请谨慎选择）    桂林旅游攻略三天    下午整顿行礼准备返程，包车师傅送往车站或者机场    交通：    推荐包车，包车能节省不少时间和精力，包车的价格是需要根据大家的人数，用什么车型的车还有大致到行程范围来综合报价的,22,微信,c,0
桂林旅游,    上面是小编比较推荐的桂林旅游攻略三天，基本旅玩了桂林的精华景点，但是千人千面，如果您有更多的攻略，也可以向小编推荐，看过的朋友可以到小编扯淡，顺手转发给那些没有看过的,22,微信,c,0
桂林旅游,    世界溶洞奇观    诗境家园典范        桂林银子岩景区        桂林旅游攻略三天，美看的亲注意了,22,微信,c,0
桂林旅游,桂林旅游攻略三天，美看的亲注意了,22,微信,t,0
桂林旅游,桂林旅游营销团一行走进龙园考察参观        5月16日上午，桂林市委常委、副市长、宣传部长陈丽华等桂林旅游营销团一行走进龙园旅游区考察参观，市旅发委副调研李海峰、市旅发委市场开发科科长解政敏等陪同,23,微信,c,0
桂林旅游,        桂林旅游营销团一行走进龙园考察参观,23,微信,c,0
桂林旅游,桂林旅游营销团一行走进龙园考察参观,23,微信,t,0
桂林旅游,2017年青铜峡市旅游发展专题培训班在桂林旅游学院开班    5月8日，市委组织部和市旅游局在桂林旅游学院举办“2017年青铜峡市旅游发展专题培训班”，为期五天,24,微信,c,0
桂林旅游,    开班仪式上，桂林旅游学院校长助理陈贵超致辞，全面介绍了桂林旅游业发展概况和桂林旅游学院基本情况，同时对培训班的举办表示祝贺,24,微信,c,0
桂林旅游,2017年青铜峡市旅游发展专题培训班在桂林旅游学院开班,24,微信,t,0
桂林旅游,   公司组织员工前往广西桂林旅游        桂林历来有“山水甲天下”之誉，是我国重点风景游览城市和园林城市，又是国务院命名的第一批历史文化名城,25,微信,c,0
桂林旅游,硕果五月，旅游的好时节，所以公司于2017年5月5日组织了全体员工前往桂林旅游，以下是公司员工在旅游景点的合照,25,微信,c,0
桂林旅游,　　中国经济网北京7月31日综合报道 据广西桂林市纪委消息：日前，中共桂林市纪律检查委员会对桂林旅游(行情000978，诊股)发展总公司原党委书记、董事长刘毅进行了立案审查,0,媒体新闻,c,1
桂林旅游,桂林旅游发展总公司原董事长刘毅受到留党察看处分,0,媒体新闻,t,1
桂林旅游,每经记者 吴泽鹏 每经编辑 文 多　　自1亿元受让桂林桂圳投资置业有限责任公司（以下简称桂圳公司）65%股权以来，桂林旅游（000978，SZ）与这家控股子公司的纠葛就一直不断,1,媒体新闻,c,1
桂林旅游,　　一年前，桂林旅游公告称起诉桂圳公司欠款未还，并申请了诉前财产保全,1,媒体新闻,c,1
桂林旅游,如今，桂林旅游再次起诉子公司的原股东，缘由是桂林旅游认为，桂圳公司原股东未完成当时的收购承诺，要求桂圳公司原股东文良天、刘美希、广西桂圳装饰设计工程有限公司连带赔偿损失6000万元,1,媒体新闻,c,1
桂林旅游,　　据桂林旅游7月19日公告，桂圳公司主要开发桂林天之泰商业综合体项目，该项目所在地块虽然登记为工业用地，但桂圳公司原股东承诺可以取得在该地块上开发建设融办公、酒店、商业为一体的综合型项目的相关建设行政许可、经营使用许可，但该承诺至今未兑现,1,媒体新闻,c,1
桂林旅游,　　商业开发承诺未兑现　　1年前，桂林旅游一纸诉讼，揭开了其与桂圳公司二股东的矛盾,1,媒体新闻,c,1
桂林旅游,　　桂圳公司为桂林“天之泰”商业综合体项目的开发商，《每日经济新闻》记者曾实地走访该项目，却发现这个由桂林旅游参与投资的项目，变成了闹市中的“烂尾”工程,1,媒体新闻,c,1
桂林旅游,　　在去年8月的诉讼公告中，桂林旅游称已起诉桂圳公司欠款未还，并申请了诉前财产保全,1,媒体新闻,c,1
桂林旅游,桂林旅游声称，起诉的真正目的，是为了保全并控制桂圳公司相关资产以免被桂圳公司现任二股东文良天的妻子、桂圳公司原股东、现债权人之一，刘美希以偿还债务为由所变卖,1,媒体新闻,c,1
桂林旅游,　　这一诉讼在今年4月经桂林市中级人民法院一审判决，桂圳公司需要偿还桂林旅游借款本金8612万元及利息,1,媒体新闻,c,1
桂林旅游,　　然而，诉讼一起接着一起，桂林旅游近日公告称，已于7月13日以桂圳公司股权转让合同纠纷案由向桂林市中级人民法院提起诉讼，并于7月17日得到受理,1,媒体新闻,c,1
桂林旅游,　　桂林旅游公告称，公司于2013年受让桂圳公司原股东文良天、刘美希、广西桂圳装饰设计工程有限公司合计65%股权，从而成为桂圳公司第一大股东，文良天持有剩余35%股权,1,媒体新闻,c,1
桂林旅游,　　桂林旅游称，曾就“天之泰项目”是否可以作为办公、酒店、商业综合体使用一事向桂林市国土资源局请示，得到了“天之泰项目用地既为工业用地，未经批准不得改变土地用途，按现用途不得作为酒店、商业项目使用”的答复,1,媒体新闻,c,1
桂林旅游,　　桂林旅游表示，收购桂圳公司股权的主要目的就是投资“天之泰”项目进行商业开发利用，获取商业利润，但桂圳公司原股东违反合同承诺，导致桂圳公司资产价值大幅低于预期，无法实现《股权转让合同》的合同目的，出现重大损失，由此，请求判决赔偿损失6000万元,1,媒体新闻,c,1
桂林旅游,　　工业土地使用性质成谜　　值得注意的是，桂林旅游在公告中表示，桂圳公司原股东未兑现承诺，但《每日经济新闻》记者在桂林旅游今年1月份发布的关于桂圳公司的资产评估报告中，却找到了不一样的表述,1,媒体新闻,c,1
桂林旅游,7月20日，《每日经济新闻》记者致电桂林旅游董秘黄锡军，对方解释说：“以前桂林市相关部门是批复了的，可以搞商业综合体的运作；等于说是可以商业使用,1,媒体新闻,c,1
桂林旅游,桂林旅游告子公司原股东：承诺不兑现，赔我6000万,1,媒体新闻,t,1
桂林旅游,　　桂林旅游中报预增好于预期 区域资源整合加速　　中报预增好于预期，增持,4,媒体新闻,c,1
桂林旅游,①控股股东桂林旅游发展总公司旗下拥有诸多优质旅游资产（包括三山两洞等资源），以及漓江城市段客运，不排除资产整合预期;②公司旗下丰鱼岩公司资产剥离计划稳步推进，其余亏损子公司也有剥离预期，使得公司业绩有望提振,4,媒体新闻,c,1
桂林旅游,桂林旅游中报预增好于预期 区域资源整合加速,4,媒体新闻,t,1
桂林旅游,摘要【桂林旅游半年报预增逾5倍】桂林旅游13日晚间披露半年度业绩预告,5,媒体新闻,c,1
桂林旅游,（中国证券网）　　桂林旅游13日晚间披露半年度业绩预告,5,媒体新闻,c,1
桂林旅游,桂林旅游半年报预增逾5倍,5,媒体新闻,t,1
桂林旅游,证券时报网（www.stcn.com）05月11日讯桂林旅游的股价一年多来基本处于横盘状态,6,媒体新闻,c,1
桂林旅游,桂林旅游：期待混改带来整合新希望,6,媒体新闻,t,1
桂林旅游,　　桂林旅游的股价一年多来基本处于横盘状态,7,媒体新闻,c,1
桂林旅游,　　此外，桂林旅游、国旅联合、凯撒旅游等11家公司净利润增速在20%-91%之间,8,媒体新闻,c,1
桂林旅游,民生证券指出，今年年初以来，旅游板块内的桂林旅游、云南旅游、岭南控股等公司，其国企改革进程显著加快,9,媒体新闻,c,1
桂林旅游,"　　九三学社桂林市委为打造桂林旅游旗舰企业献计　　2017-08-03唐忠生九三学社广西壮族自治区委员会 九三学社广西壮族自治区委员会<IMAGE SRC=""http://mmbiz.qpic.cn/mmbiz_jpg/70I",11,微信,c,1
桂林旅游,在新形势下，如何整合优势旅游资源，努力打造旅游旗舰企业，对推动桂林旅游产业转型升级和早日建成国际旅游胜地具有重要意义,11,微信,c,1
桂林旅游,今年，九三学社桂林市委承接中共桂林市委的重点课题《关于打造桂林旅游旗舰企业对策研究》调研工作,11,微信,c,1
桂林旅游,，课题组紧紧围绕名胜景区、旅行社、住宿业、现代休闲娱乐业、旅游商品等5 个具备培育打造旅游旗舰企业的领域深入开展调研，先后到南京、苏州、厦门、景德镇、鞍山、柳州等10 个城市，以及市旅发委、市商务局和桂林旅游股份有限公司等单位进行了专题调研，总共召开了18 次座谈会，实地考察了途牛、同程、景域、鞍山千山、柳州全汇等大型企业,11,微信,c,1
桂林旅游,　　课题组通过召开座谈会、实地调研、听取汇报、函调资料等方式，进行深入细致全面调研，不仅取得了大量的第一手资料，为起草调研报告打下了扎实的基础，还开阔了视野，提高了眼界，拓宽了思路，看到了桂林旅游业的不足与差距，也明确了桂林打造旅游旗舰企业的方向和重点,11,微信,c,1
桂林旅游,九三学社桂林市委为打造桂林旅游旗舰企业献计,11,微信,t,1
桂林旅游,　　摘要　　九华旅游上半年净利润增长17%；桂林旅游预增5倍；西安旅游预亏；北京文化拟参投电影《英雄本色4》；棕榈股份转型“生态城镇+”；国旅联合借助“体育+旅游”转型等,12,微信,c,1
桂林旅游,　　3、桂林旅游：2017 年半年度业绩预告　　2017年1月1日-2017年6月30日，归属于上市公司股东的净利润盈利约2，900万元，比上年同期增长约527%，基本每股收益盈利约0.08元,12,微信,c,1
桂林旅游,　　牟彦达：方正旅游组分析师电话：17701135488邮箱：muyanda@foundersc.com英国格拉斯哥大学金融硕士　　方正旅游日报：九华旅游上半年净利润增长17%，桂林旅游预增5倍，西安旅游预亏(7.13),12,微信,c,1
桂林旅游,方正旅游日报：九华旅游上半年净利润增长17%，桂林旅游预增5倍，西安旅游预亏(7.13),12,微信,t,1
桂林旅游,　　桂林旅游：发布2017年半年度业绩预告，预计归母净利润同比增加527%　　报告期内，公司归属于上市公司股东的净利润约 2，900 万元，比上年同期增长约 527%,13,微信,c,1
桂林旅游,　　【渤海社会服务】桂林旅游：发布2017年半年度业绩预告，预计归母净利润同比增加527%,13,微信,c,1
桂林旅游,【渤海社会服务】桂林旅游：发布2017年半年度业绩预告，预计归母净利润同比增加527%,13,微信,t,1
桂林旅游,　　7、桂林旅游：以挂牌交易方式出售桂林荔浦丰鱼岩旅游有限公司51%股权暨债权的进展公告　　公司将挂牌价格下调至7，294.61万元，并于2017年4月7日委托广西北部湾产权交易所就公司出售持有的丰鱼岩公司51%股权暨公司（含下属子公司）债权进行第三次挂牌，挂牌公告期为2017年4月10日至5月9日,14,微信,c,1
桂林旅游,　　4.出游高峰到来，预计客流在去年低基数情况下将大幅增长，建议关注峨眉山A、黄山旅游、桂林旅游、丽江旅游、张家界、三特索道,15,微信,c,1
桂林旅游,今年天气因素消除、交通继续改善叠加消费升级多方面利好叠加为景区带来更大的业绩弹性，关注内生有保障，外延有看点的优质景区龙头，推荐黄山旅游、峨眉山、桂林旅游,16,微信,c,1
桂林旅游,2017年青铜峡市旅游发展专题培训班在桂林旅游学院开班5月8日，市委组织部和市旅游局在桂林旅游学院举办“2017年青铜峡市旅游发展专题培训班”，为期五天,17,微信,c,1
桂林旅游,开班仪式上，桂林旅游学院校长助理陈贵超致辞，全面介绍了桂林旅游业发展概况和桂林旅游学院基本情况，同时对培训班的举办表示祝贺,17,微信,c,1
桂林旅游,2017年青铜峡市旅游发展专题培训班在桂林旅游学院开班,17,微信,t,1
